10000 40000
1750 581 47
4183 8050 47
6992 2019 234
5665 3391 203
8718 5775 303
619 8090 272
8544 3158 32
73 1057 446
297 1603 440
4871 7153 98
3248 3149 385
945 2314 401
4125 6185 95
431 3563 445
2983 5010 178
8240 6851 14
901 2914 133
62 4635 455
5645 8938 475
8291 7343 138
3469 3469 431
8316 3706 133
7211 9243 148
5947 5767 484
3179 3431 203
6850 1674 129
4190 6830 223
5859 6412 334
2023 8798 161
6523 2173 481
3033 959 489
3579 2829 20
4350 6511 74
2557 7928 174
5844 5513 490
8874 5885 289
7335 6968 214
1129 7589 31
5376 633 32
7253 3231 180
5654 7201 486
6147 9544 305
2334 5511 186
3331 2248 438
7378 1212 403
5712 8571 265
2527 198 319
7483 9590 365
9903 7140 112
6461 8451 426
101 9706 166
2673 6850 332
2474 2106 97
691 6947 487
9878 2248 357
53 2917 72
3441 874 248
3120 8562 486
2043 308 72
3971 292 16
4989 2328 357
3961 3505 57
728 8844 116
216 8008 348
9979 3491 328
8485 6108 136
2514 3017 162
8508 6496 408
8316 1694 379
1352 8211 209
3706 1598 54
6930 1286 489
6378 7536 260
2969 4247 242
5377 2240 494
7061 4281 358
186 1304 312
8706 6407 410
6902 5862 429
4413 4872 141
9258 5083 180
7688 5773 245
766 2541 452
1864 4892 481
82 6069 28
949 7097 163
2644 1165 71
8730 1254 64
5386 8454 178
4926 7641 148
3341 4557 94
3510 6730 285
7497 0 219
16 9423 417
8986 7319 59
59 100 92
1786 6777 9
8343 9879 117
9862 942 249
2386 7770 78
9635 400 102
553 315 340
1475 1899 457
6818 2112 309
4054 8755 310
2114 9858 93
3681 5549 390
1932 2890 237
5 9472 482
2000 1315 373
3962 2005 244
4247 8387 199
8764 3270 158
3370 7792 19
6450 1659 234
4639 1135 151
7725 9305 94
7499 1525 167
804 1078 412
4485 5850 45
1757 3188 479
3976 4983 84
3309 614 283
5885 9092 211
1821 7534 337
8675 6784 243
6297 7396 363
4811 9543 360
4919 9062 134
7956 6057 201
179 7815 372
1448 4086 149
7426 1490 83
5208 8046 10
3817 9491 194
4278 9363 159
7649 1791 352
7931 2949 277
6000 2216 358
2164 4152 369
6955 5440 400
5639 4806 24
1240 1661 130
9952 3600 434
7265 4602 411
4432 9643 323
6790 4854 85
5845 9824 429
1069 6945 262
9261 5507 265
5141 4430 444
6292 1600 432
6420 7485 100
1543 9924 402
1776 3076 496
6602 7523 74
2701 2129 172
7272 1938 37
2010 2631 261
3394 1205 175
1055 1232 233
4261 1693 102
4831 1929 348
7733 6375 276
8010 2395 199
1118 195 383
7223 1432 459
1622 2644 9
4148 2463 403
5697 5769 498
9288 9947 246
5598 1789 114
3227 947 93
525 4162 88
7346 9389 91
7441 9701 152
7914 6235 189
8214 3833 63
6079 8353 499
1680 4813 125
5984 9028 128
9624 251 410
4215 6979 102
7284 9562 285
7408 8538 5
2638 2393 169
5707 8754 203
4759 5122 492
4524 627 280
6766 5690 458
9555 2711 114
1879 1466 98
2277 2292 44
736 7865 148
8372 5844 384
104 7131 466
6038 4382 490
7760 1451 148
8462 8986 271
903 2918 363
1547 6428 490
3408 556 338
9629 3270 133
6306 9742 235
8603 8251 480
3814 3808 132
8898 4196 166
5326 1304 459
5854 4306 354
7232 5738 380
6924 7775 419
5802 3592 356
3905 6248 168
5208 6808 500
5507 8199 232
7944 8999 4
8453 3886 219
4253 2627 85
350 8852 294
368 124 10
4984 5859 166
5448 4603 229
3136 9814 88
7330 2284 355
7460 7091 206
4005 7862 25
3545 3402 40
6756 8779 255
9193 272 165
7991 1652 312
3513 2615 147
5203 3484 259
2353 4350 295
2336 9553 430
5201 2136 139
2882 5696 49
4346 4406 74
547 5637 256
3639 5147 42
9709 8934 228
7183 8257 69
3074 6789 141
5324 4261 106
6549 902 239
8881 564 259
7037 3445 290
5608 7753 448
9885 7134 73
1322 6099 217
509 2976 127
8321 6525 434
1139 6537 154
3596 8322 31
7517 5016 2
2110 60 424
9850 2776 417
4345 6106 215
6966 8807 419
5287 6799 231
7864 5379 239
5476 3809 228
5322 6406 273
8669 8521 491
738 8630 296
5498 5970 406
5551 3312 281
1101 6919 118
4520 6687 339
2488 977 121
7858 136 279
8502 6343 344
1644 4174 245
9425 2745 90
222 1419 197
1413 5850 190
8302 2804 80
3503 8971 76
8055 8712 56
2345 5743 446
2010 3388 104
341 1964 133
5812 9339 467
7898 6240 301
7891 6850 283
8229 5775 149
1045 1990 193
1327 7371 165
9808 7798 282
4191 5286 123
7423 8017 262
6976 5243 313
5385 6091 446
7050 7683 0
8186 9968 29
3783 196 237
9826 4456 26
1939 9599 139
1509 5925 305
6543 968 113
3015 9137 359
927 8847 309
8073 9777 97
8088 5567 265
2616 241 411
7242 3750 435
6860 5569 401
2781 1246 208
4451 2170 304
5993 8389 85
4199 6355 117
5087 167 234
6489 8431 56
8724 9151 269
8136 3037 294
6447 6017 485
2467 6108 1
5338 1639 321
3483 84 193
4748 1762 9
5608 7693 351
5430 6829 148
9370 380 361
259 9917 265
3876 2792 41
2373 4869 88
8838 2953 255
3424 6320 130
2435 8487 262
1638 7736 22
7371 2065 230
5213 6480 462
1539 4470 437
3168 9825 234
3656 796 181
2844 3509 461
8922 7508 288
9265 4334 110
4043 1913 291
5254 8782 307
4752 6043 219
1822 1430 409
5238 4370 95
2355 1365 324
5391 777 75
2198 646 415
8414 3110 364
3000 5480 118
5506 7160 200
3217 1766 129
1531 3291 172
214 1729 404
5482 5060 328
2235 1042 35
3340 52 219
6209 1511 92
7456 756 28
9728 1179 335
8123 2686 476
7862 8214 263
1578 4908 327
8397 7367 349
8041 3205 204
7490 1364 285
7998 1779 234
5853 9415 493
9202 2223 53
1261 6191 446
2701 2399 116
99 2534 174
6877 3299 424
8914 2475 384
2488 5777 50
9037 7596 46
8827 4986 478
3487 4956 381
8625 6583 10
611 2261 33
3080 392 371
918 5831 408
7565 4407 379
9358 725 109
4794 2393 220
9362 1117 180
7036 5646 243
7790 9910 283
1355 5255 289
896 1980 219
4268 8308 73
9785 2002 500
2872 373 487
5846 2300 141
1814 4542 206
1741 1178 91
8455 8819 67
5565 3106 270
7401 2993 10
3257 5883 147
7359 3944 66
1823 8153 114
6471 7760 433
605 1642 392
9679 7508 275
1585 5505 136
6489 6660 361
5123 8241 438
8184 410 483
7690 5041 201
5539 21 326
2468 1239 419
6172 3047 216
7835 7949 376
7441 6023 467
9411 193 176
3712 7132 427
8464 5816 231
5048 7607 368
3085 1587 36
3498 4684 442
5406 4504 406
4212 5494 209
2799 3261 199
1010 7417 168
9134 6859 457
1477 9418 420
8375 4914 80
7276 4550 423
5489 8713 49
8244 2964 306
2897 5369 314
7448 8054 381
7149 3050 125
5273 9674 16
4549 8686 154
9145 8198 368
3095 2666 120
6329 3541 198
4376 6625 34
2530 406 449
2070 3507 346
8942 5170 337
2899 4880 28
3417 5764 393
9396 3625 165
4549 534 166
7561 8979 9
3560 2100 247
5907 4177 135
9716 2192 497
7281 4415 23
6132 1266 211
8652 7969 143
3373 765 89
5550 8262 276
3660 9852 171
9374 4331 343
8356 2844 405
1928 1878 63
8938 6338 319
4411 9754 301
8152 5560 83
6186 6493 29
9887 7407 326
1837 6119 303
9459 25 280
4452 5319 468
3240 2118 240
8996 9109 54
5935 7096 483
6190 1035 440
3194 9742 463
3498 6131 198
3651 6893 470
2170 7514 237
8176 2278 460
3621 9583 409
2963 7827 12
1234 1836 427
5840 4307 47
5662 8001 125
8717 2174 32
777 3161 60
3229 2428 465
9146 2730 335
2079 4318 255
2575 933 245
3513 7702 155
2761 1925 313
3168 2088 411
9902 9162 271
1685 6347 150
5015 429 476
589 185 53
7985 8913 156
7442 3095 348
1862 2817 215
6252 5773 227
5083 2724 204
7544 9134 468
4503 5586 204
5259 2241 209
4504 6269 460
682 5192 61
1586 7730 107
5766 2221 305
1511 9001 220
7639 4147 401
1038 2583 76
39 1486 383
6380 9015 82
7468 828 403
3847 8641 160
5982 7299 377
2751 6826 110
1732 5014 342
5302 9155 209
695 4372 124
9723 9920 273
9874 4488 154
5543 3682 76
216 5251 364
4183 8565 40
4583 8291 431
1704 1020 101
1476 1485 262
6469 9982 165
226 150 352
1567 9664 71
7956 259 432
4022 7990 266
7457 8385 148
7172 1419 437
1639 2161 109
5974 9343 9
3587 4455 287
3578 2944 173
4877 9761 125
8191 6389 280
7235 4684 99
5619 7679 265
6852 9404 70
2097 666 227
9239 4593 62
8817 3125 163
3997 9461 347
4378 8171 381
9493 1828 203
7938 798 174
4877 7162 167
5129 5385 216
3355 995 4
722 7928 476
3743 3531 27
7587 2822 489
4298 4958 34
7246 855 157
4468 9896 112
5984 8604 451
7200 5197 469
3507 330 323
2544 9944 310
31 5033 53
9126 8069 337
5718 3946 65
30 1866 118
4122 3758 192
7843 3258 18
7554 6371 319
9500 2390 172
8122 8256 387
2646 5872 29
4475 5594 400
8539 1690 311
1359 6311 57
3887 7000 40
8972 1807 475
8230 1753 412
1645 7330 338
9426 3230 482
7011 2362 77
9682 6828 66
837 8020 476
8778 7578 99
3606 8256 92
5298 433 32
6153 2258 453
7572 4359 481
8495 3784 274
7603 919 321
2066 7059 215
4277 4010 465
7274 43 472
9708 6110 96
884 3328 485
1666 4300 32
6174 4524 62
6006 1127 302
6184 9044 331
4392 8291 186
1229 5055 338
9566 5143 89
793 5915 232
1384 0 0
9516 7315 319
1062 7754 105
3982 2470 361
8220 5280 207
7920 4158 436
5958 1638 309
2854 202 279
9096 9213 430
4378 6629 316
4508 1794 364
5445 647 438
5961 3117 344
6494 405 236
6149 310 239
2096 8243 39
9145 5608 409
6687 3780 1
5826 6884 79
4420 527 445
1734 1486 245
2399 3272 252
9253 7399 328
7354 7473 207
3157 986 472
1563 8381 485
5672 5140 444
7031 8054 404
6523 7864 202
1809 3323 66
3174 3120 14
9459 4064 346
3329 694 148
5457 3808 364
5731 9864 138
1415 226 42
6497 5806 87
9991 4598 145
9333 8725 6
5805 1762 477
5281 6833 462
3678 7425 95
8410 1947 43
9697 3601 496
3100 9074 77
8737 8518 49
1109 5585 418
2927 560 402
7510 5424 343
5474 8037 302
6697 2892 382
6728 1996 482
2935 5462 0
9790 3761 230
3704 1329 328
8728 48 2
8553 310 325
2803 9170 122
6951 4685 168
721 1451 52
896 398 247
9086 6392 479
1553 1888 228
148 4979 57
733 7332 13
3739 4133 103
5231 9732 463
5068 6292 251
5487 5687 368
9198 5099 255
8099 198 424
7236 8503 245
4193 7792 234
2531 1425 108
2158 2769 476
7337 154 379
4175 7928 26
3255 4008 210
1988 1557 251
6744 1696 164
5901 6469 388
7803 6953 271
955 609 55
7763 7266 119
5823 5029 469
2453 5444 479
2989 9451 19
3291 4265 46
4639 2317 117
3297 6206 274
8683 6796 117
8283 4582 335
6003 9969 181
4939 914 444
4604 9054 334
8240 9116 197
679 7724 106
1849 5107 175
3289 2668 73
2772 4092 397
9961 1706 127
5864 4628 236
4783 6812 58
5640 7815 391
7245 846 97
1163 1497 390
8410 4361 404
7266 693 135
4530 4283 318
4184 2846 358
6794 6964 72
319 9173 410
4566 2381 367
8156 8061 250
6554 2827 124
6233 6184 217
2968 6009 341
7663 5401 164
3765 1969 253
1902 7100 173
2480 5367 399
2398 6356 54
1094 8729 119
4705 7864 217
6521 7666 419
9414 3110 480
1354 561 174
7232 463 61
3162 6658 244
5967 2800 47
4479 9337 77
7770 3951 348
3212 6524 161
8448 7707 20
310 1416 299
8387 4052 40
6009 7100 319
7113 1872 77
7117 9559 411
5243 330 104
952 5802 290
1081 1159 340
1149 4923 467
3209 4298 280
6687 1210 38
9784 2443 350
818 7553 385
1541 432 292
3113 9722 401
945 6371 42
8527 6732 106
4326 9852 164
8581 3726 129
7381 16 71
8893 2516 389
4638 6119 376
6620 211 477
7225 2081 244
9916 1905 196
5906 1428 288
8543 419 49
1247 4514 202
2117 2211 99
1822 7810 468
1269 3241 379
7375 9037 93
952 3099 251
5674 4668 163
3661 9375 131
1274 3110 404
3884 639 334
4886 9991 459
5658 9096 236
9086 4527 341
2078 4821 47
4824 6474 87
9518 9792 215
3602 1489 55
2792 4794 414
369 6842 65
7860 2629 74
9091 5482 19
3359 739 96
2738 118 249
4872 415 219
8486 1750 51
1539 7045 267
4219 7816 258
9859 1803 210
5824 6565 34
2179 3233 493
4910 4077 68
6455 8767 187
9777 3322 151
665 2038 328
8799 3521 359
8976 7886 409
7908 5433 397
4723 6612 277
1417 5099 366
9566 3559 431
1900 1615 148
7411 83 172
3671 2649 173
8831 1185 105
2292 150 114
740 433 60
9382 2259 445
5632 2016 360
3852 959 334
2684 891 324
323 208 475
7228 9728 186
4628 8617 18
7263 4908 275
3719 2185 188
1784 3536 89
718 8666 477
1069 2924 80
6037 920 220
7159 8468 318
18 9922 351
512 8966 151
2351 4470 241
5811 7690 252
2905 5998 428
8177 1689 287
1677 4380 91
4387 3926 355
30 7458 285
5907 7462 281
2812 7413 89
9707 6835 343
7704 9657 392
6817 5427 15
3059 6821 89
3904 2723 349
7043 6652 276
3986 3510 284
3937 604 69
3246 2235 86
1947 5982 242
2838 485 383
8239 5862 390
8544 5974 334
9502 6430 319
1740 3262 46
9166 6422 214
1836 8741 448
4178 7788 270
3192 4241 418
2989 950 443
6267 6121 230
6658 8048 216
9019 2095 166
4463 7272 38
4398 8903 414
3443 3242 253
1928 7835 359
1671 9918 70
3797 5756 364
2779 6094 487
4203 6401 37
1616 6863 178
2231 4078 350
5708 4748 117
2011 1755 490
7360 9557 72
8244 3978 84
7387 3912 163
7476 6590 257
3927 7584 470
2688 1852 73
2157 4182 213
7313 5271 484
4507 3881 246
3617 9728 250
4362 4899 216
7855 9500 184
9279 1647 267
2914 4845 327
7907 4289 430
4043 1717 168
5905 6422 174
8612 4546 484
1868 3003 359
7211 7419 474
834 9603 49
1664 7483 140
4103 5334 303
2947 6849 252
7980 5871 158
6250 1485 474
7130 3497 369
1405 4351 294
9344 6177 339
5725 6434 210
8141 2083 416
9849 4384 321
3317 9472 65
2460 8597 292
2641 415 435
2356 768 271
6852 5389 382
544 8653 315
5590 9773 106
400 9387 129
7692 4519 223
8685 8183 33
3888 5994 110
526 3745 327
2373 7162 239
9094 1212 206
48 7818 468
1730 1217 199
6907 5974 45
2032 596 357
6034 5788 273
2318 4480 414
7386 6307 265
4093 8004 494
4809 8499 212
9956 9786 439
930 7461 93
1964 8842 263
780 5174 157
3354 2839 400
838 2221 164
9740 1394 337
5313 6226 471
709 3205 435
1508 301 165
8877 221 481
5241 9801 395
5397 9112 144
8148 1878 107
8879 2628 329
688 4476 347
8169 791 453
2944 576 116
1553 3521 435
1958 4954 317
4889 3013 115
1009 1049 181
2471 3206 244
918 3275 311
8327 9228 485
3827 7991 396
4159 9562 267
2944 4852 51
4584 6867 387
6733 7975 362
5247 4863 284
6222 3913 367
7060 2388 490
2364 6876 95
2903 8148 276
4447 7681 448
9459 2734 25
8838 1066 157
8646 9450 151
5707 6109 132
6506 6351 160
559 4865 375
1156 184 40
1223 98 42
3510 9412 247
8423 2776 10
104 4639 50
4618 4788 78
2501 7538 178
3792 101 40
8680 7888 220
5477 6513 287
5362 109 214
1733 1194 215
3488 3550 3
2952 4317 391
4285 2199 463
3527 4368 259
1198 5470 196
3515 2612 184
6737 2894 302
722 4239 178
2196 9886 421
6777 9504 272
3397 1738 488
4988 2536 410
5525 8878 370
8978 4162 196
6358 4437 283
7884 948 188
7513 8652 169
2947 1038 340
3136 1724 205
206 7263 372
4704 5876 86
630 4170 36
1485 9767 475
7869 3371 280
7680 8061 420
4987 9686 19
4849 703 378
274 8516 256
5113 8789 143
4911 5829 321
9104 1839 85
4614 8910 390
9321 7644 9
9928 2298 261
1611 7752 267
2176 924 20
809 1475 102
9725 5573 191
8135 2070 298
136 5010 463
2912 8471 315
4439 444 58
2122 9782 117
376 3830 37
7862 3263 162
3617 3816 58
6274 1358 287
3133 9207 113
1218 8883 320
6249 97 27
7988 6741 442
3321 2608 210
3043 8746 276
2680 178 57
7312 6284 48
617 374 179
7440 8853 136
9638 1223 63
8888 8632 442
5645 3508 117
5297 1498 95
9338 2819 203
7223 4645 365
7426 286 131
1681 9045 347
5368 4673 175
8819 6839 14
4530 1312 176
210 9779 449
722 6010 272
130 5278 206
9665 2324 321
213 7489 230
9756 2399 481
2460 4164 394
7548 5706 102
4360 4798 170
6447 616 55
9192 795 84
3645 6382 452
2561 3068 438
5660 3761 331
3940 7126 408
8546 4946 449
7370 6974 426
8650 314 362
4744 1146 430
12 9108 206
2096 9064 422
9364 6318 427
574 4618 197
710 9836 337
8797 6480 9
3666 7112 420
9182 5327 415
3455 9693 444
9430 1102 291
7210 2781 416
7968 3505 421
447 862 114
8712 4019 333
4517 1872 269
5575 2781 465
8094 1130 216
6457 9484 459
9100 1899 248
0 3958 302
6604 5523 321
9159 3968 144
4773 5721 193
1279 4806 80
2168 8973 359
659 746 478
1552 2815 479
8767 8064 101
7320 2517 413
6236 2009 188
9477 2446 271
2993 6028 65
6141 5999 371
6567 5880 238
6253 6552 327
1383 6671 380
4209 4935 205
2064 5042 202
1226 6434 452
2746 1888 201
8196 7874 168
256 4094 403
7139 2248 480
8157 4278 494
3951 2837 295
8917 4771 309
7705 7042 122
7117 309 391
6785 1095 404
9674 8747 105
2021 9260 227
9701 2616 214
6657 4077 153
3967 4369 75
9192 4639 427
142 4968 57
1343 256 89
3427 1236 69
4113 6821 169
6808 1873 231
5457 9676 218
7131 1971 380
3931 8866 83
2585 3916 124
5542 820 213
3195 6260 341
2700 851 168
8952 8765 397
8631 7654 487
5548 3927 3
1093 4673 315
5210 7215 474
2261 2386 439
7647 2528 422
4940 9716 227
3547 5524 112
8340 8351 496
1746 1939 286
7288 985 125
5214 2553 120
7906 7218 352
6185 9111 348
6159 9205 101
5995 5047 406
4722 5212 93
8417 41 266
5973 9051 489
2596 2234 69
6850 3595 227
8766 7507 21
9616 7941 132
3154 6177 42
7579 3348 492
3705 8583 224
3640 8315 104
4035 3659 351
605 9354 315
2127 999 461
6021 2139 57
665 6117 163
4004 8314 283
2558 3389 349
2112 6837 82
562 1353 323
251 4200 34
1727 5042 402
2459 4038 388
8447 5046 337
7338 6636 271
9759 5621 40
9957 720 294
3299 6717 73
1741 3646 56
6533 7409 451
6744 2320 490
1800 7821 112
6805 5719 460
2347 8052 446
7933 540 297
8796 895 95
829 7156 351
6268 1590 178
5345 5445 420
6515 4256 241
6519 5504 400
6996 3725 312
9548 524 391
9290 6532 92
3676 613 365
7570 9206 462
9221 2246 188
6904 9811 253
3244 4807 139
9176 6675 18
4681 2196 494
4022 8792 162
2722 2333 181
8594 1872 80
7713 4932 249
4573 8758 232
2630 3170 478
875 6896 375
7218 5500 435
3899 4839 464
6673 4358 202
3049 6691 38
5125 1237 382
1839 5424 57
9881 7662 175
7762 7149 278
7427 3029 257
9734 4473 496
3481 45 136
7616 6466 267
9056 1902 425
4645 8879 228
3527 9681 340
3631 7398 180
3753 3989 177
1918 2969 330
8231 873 450
6902 5015 397
7029 1985 296
6165 3115 261
992 9226 61
9574 3324 155
6363 8327 118
5939 8150 227
4984 6428 237
2563 1350 277
8209 7733 229
15 627 333
4815 8182 454
786 6869 458
634 5211 129
4596 2322 108
2491 8318 392
9563 9660 17
9205 169 140
8805 1964 111
3323 4041 169
2648 6858 310
6183 842 465
9148 1476 244
5117 3588 255
6089 7807 123
8157 8847 179
6983 6845 284
8436 3718 468
9654 7079 186
2048 6953 159
6115 3796 497
1956 521 70
6621 5424 205
1335 2337 155
1892 2228 187
6380 1255 19
4629 7074 491
3127 7244 315
7600 7667 1
1279 7822 146
3627 2987 75
4244 5522 253
7293 5955 449
3213 5426 418
6711 6299 414
5052 5195 431
4455 5098 171
5484 1143 194
9093 3067 410
6364 8988 33
4608 5489 39
3878 9887 236
4528 7738 242
940 404 426
4949 8582 493
2027 3192 294
1068 9749 342
5342 1159 253
6390 2306 485
4017 7557 254
8640 4863 350
5302 8042 359
3670 3621 256
1287 7515 220
5467 4802 5
5565 3277 408
7441 2201 53
7510 4415 250
8110 3773 411
3678 9584 10
9776 9431 104
675 3292 45
9558 9317 143
4358 9515 112
2462 6378 421
3400 5570 4
7249 5860 244
9938 1273 123
7786 1751 278
90 9912 265
3192 4559 44
3195 2862 71
2280 2459 192
1668 7565 472
3169 8160 81
6114 6064 55
458 8210 119
4179 4213 201
600 1540 292
2700 2978 19
1809 3429 210
2981 3138 275
374 4598 444
9333 6778 422
482 8090 349
1156 1566 17
8971 6013 28
5050 3010 28
3667 8319 228
5820 2222 431
6577 1244 63
8791 6737 64
2556 9879 205
8864 2511 222
4360 7239 309
8166 2089 270
6149 6205 204
4766 7874 221
1561 7517 348
962 1257 236
5644 5069 385
8508 7271 260
9183 3378 12
4023 2088 134
1872 3637 339
1606 7950 189
2103 3892 319
3172 432 204
7874 2778 71
5349 4877 95
1608 9875 383
9985 5031 78
9256 3047 440
3717 1874 332
5183 7159 297
2017 4025 455
6220 4624 298
5618 4604 173
36 9546 422
3520 660 258
7985 7032 494
7988 4974 461
5170 6064 157
2868 9298 137
305 607 348
6202 4841 32
7377 3525 436
6535 8275 260
4272 4833 449
529 3378 319
4529 2153 13
1482 8619 169
1928 1200 38
6372 2660 245
5850 6895 184
9856 3284 257
3920 6854 291
7646 1908 166
6872 8424 19
338 4331 456
3341 5942 199
1908 1583 63
2102 7830 65
3927 9038 396
5143 2741 366
7925 6356 420
9209 4582 162
2807 1802 425
6755 4877 235
6540 1896 169
6873 3831 330
3675 1345 345
4876 5513 256
3399 6233 216
7571 3181 113
1430 3723 53
9711 472 262
5767 8826 315
7873 9756 88
7011 9945 128
205 3402 16
9385 2922 389
1552 1705 459
8434 4683 138
6712 3876 24
2067 1645 57
5593 9211 45
4421 9757 301
2942 1840 321
5390 7934 139
2106 1315 96
8738 9547 224
6623 3243 243
9872 8431 346
6614 136 26
8398 5701 112
8240 8642 416
7365 1019 497
8243 664 341
1348 9064 253
8477 8789 410
5789 7649 453
7568 8718 98
1490 1533 8
4302 9209 256
628 6818 431
8466 9861 9
7334 7482 302
9216 1768 455
2129 1082 186
4737 5786 193
8124 5047 448
2576 7646 74
7450 2594 149
2670 2395 241
9811 4768 91
6092 4479 63
1439 9232 93
5896 2185 478
7033 7370 85
372 7969 99
4130 7517 87
3569 1906 243
9643 6527 397
3620 2376 339
5758 5663 146
9360 5172 49
628 5029 260
4577 8534 282
1750 1954 296
8721 4696 237
511 1898 451
5191 8996 360
8122 2269 101
9054 8576 153
9284 7404 384
9888 8967 401
3288 9894 154
7232 2208 182
2009 7248 368
5884 5823 449
786 977 326
8786 7532 328
5316 2723 472
749 702 281
4118 8787 131
4676 6339 112
2074 1210 180
6706 2456 114
9343 6259 302
6878 4043 56
1697 6137 126
1207 8243 216
4294 2061 407
2461 448 210
7129 6795 51
2234 5226 129
4874 38 477
7958 2391 373
6487 5055 464
1832 1866 238
1259 7183 246
7899 9236 480
350 3818 109
2535 2586 465
2833 3318 297
6012 9817 339
453 4382 141
2421 7359 352
727 9998 124
8808 7105 64
9326 7635 75
7603 2515 231
8046 534 178
9435 7416 295
5641 9070 393
9743 8154 487
4663 2769 135
4122 2284 4
6689 6385 229
4376 5706 52
3730 9624 106
7330 1087 65
9188 3174 500
2219 802 111
1484 2918 492
2556 1714 262
2156 3639 429
1524 8475 68
244 9889 480
9790 4612 283
5256 2203 250
1451 9662 360
9351 3931 42
2548 332 22
9051 6513 302
9581 9358 129
2215 6019 373
8423 2683 369
9567 8508 278
369 237 283
1910 3192 380
4186 6254 310
5717 7958 241
270 5963 193
3080 2352 257
3148 7557 42
8649 5405 439
9511 1990 8
4026 2523 366
8561 9401 424
3310 1079 483
1218 9571 61
8627 149 146
8933 6975 227
5477 6664 273
4332 5816 106
3861 897 254
1763 6730 100
6371 3670 402
3005 9249 449
6293 8297 161
1041 5573 190
672 1514 182
3990 8819 326
6322 7914 476
6685 8757 202
5737 4986 314
5438 9737 339
2741 8943 366
9266 4337 254
4121 3778 59
8366 1566 37
5415 2765 145
6930 8628 213
7014 6619 492
1617 8807 165
3202 686 181
3544 5665 435
507 6831 8
7901 1115 387
9360 1762 119
6810 922 230
5336 3444 444
3732 4716 350
9459 9786 4
9842 7391 424
6983 150 114
5538 5236 134
290 9958 239
4438 440 125
7028 6017 482
3532 9419 467
2272 9856 352
2362 4887 347
4474 4454 144
7630 3200 462
3836 4591 498
5630 2911 155
8464 3959 481
8975 8268 107
2509 6809 390
7812 2076 204
8303 4314 463
3010 5322 436
9082 1628 436
6905 749 148
3348 5221 87
486 151 255
9028 8068 268
8779 6414 363
1031 2201 325
8336 6840 191
2649 912 99
7997 4705 455
1787 790 219
1801 6963 12
1846 5486 44
6960 8901 138
8579 7776 489
2317 153 174
670 8086 193
784 2225 184
8252 1058 258
9823 8061 313
3556 674 241
2179 2468 464
2075 7275 237
3382 9553 25
7615 5377 336
4102 8192 26
8632 6337 80
5586 8099 81
307 2031 447
8919 7074 389
5994 1535 424
359 6130 401
9764 9382 395
8076 9289 87
8703 3777 221
3472 2116 281
8278 3343 324
2432 2660 217
562 8675 41
962 7692 419
3072 5570 251
3018 540 472
1863 2877 422
7321 5306 115
3964 5357 473
2594 2493 166
2878 2299 237
3881 5214 238
5180 5001 90
6519 9795 198
2493 7283 35
3301 29 148
3990 7237 178
4163 1227 150
6658 7787 310
7710 7410 395
4875 6300 229
9562 2996 258
5692 5248 169
9649 3844 397
8003 4639 338
6068 2956 197
8542 4785 112
5880 1699 422
2696 6497 443
472 3738 111
7332 7081 457
7567 4711 442
5551 8640 157
7137 4954 20
1874 5402 231
3469 8587 161
6105 51 182
3698 5309 113
7260 1350 345
6534 8757 341
5968 9116 487
4383 2543 62
6392 777 320
2557 1558 483
462 2788 25
3155 9636 399
7227 639 39
6622 5725 14
5742 8899 123
6572 2935 292
9993 8197 227
1825 1015 335
3264 8434 481
5819 2526 249
2264 448 289
8346 9929 100
9754 2601 339
1149 7168 485
3842 8789 6
2277 3998 154
845 6686 498
7028 7215 345
4469 763 192
1098 2099 143
166 7074 76
8292 130 220
2160 4008 340
452 6890 24
8942 3531 23
7919 75 238
4905 3528 379
4819 3792 244
2752 5639 176
3522 5158 32
9771 6823 282
3387 5022 118
2809 2996 279
4612 8722 452
70 1587 89
2921 2864 464
3780 7187 45
8365 8961 290
3916 7611 68
5921 3130 487
2581 6657 172
9413 9735 164
7271 8940 218
1274 2071 55
8999 9607 395
1777 6718 220
4510 1181 87
8073 2476 459
7523 3057 306
7432 8094 66
6621 3526 52
4921 771 411
2470 7192 302
4222 1434 383
4613 4640 273
2091 3394 14
5743 3781 457
3356 9710 452
9011 6951 312
4328 8735 41
8318 7783 425
5228 6049 303
395 6109 423
2942 832 199
8075 7810 337
2654 7076 320
4278 6009 445
6357 2538 291
347 4071 301
6298 8914 282
5386 6697 430
8733 7890 73
5162 4984 494
6611 2185 276
382 5858 4
3078 6501 483
1862 3176 105
394 2431 397
4859 9565 437
2133 5284 313
3913 4562 164
8987 8095 467
9467 8976 359
9658 6921 160
9962 3707 39
9388 3118 97
5800 6272 362
3122 4887 113
2228 7315 218
6409 9211 359
555 9284 56
600 967 478
1123 1101 368
884 8929 212
6242 2201 451
3925 4665 20
2883 8574 271
4442 1858 326
5748 6289 196
3243 3192 71
4833 8026 499
8599 3289 55
1491 1765 440
9245 8780 223
447 2444 92
2383 2303 237
1820 1182 226
358 3127 114
5519 1894 60
2301 4227 114
9270 7106 425
3837 5724 255
1120 1166 24
5959 2513 358
298 7218 410
4430 1845 331
2640 2517 360
5933 7812 63
6441 900 345
9438 9157 455
8012 357 425
6260 2357 423
5504 4679 480
6938 8667 215
9119 1447 37
783 4627 468
9491 4983 407
2826 41 230
8742 3973 22
8511 6827 61
2804 2640 494
8428 4856 62
9359 9797 33
